document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum,mention1,mention1_globalpos,mention1_chapterpos,mention1_chapterindex,mention2,mention2_globalpos,mention2_chapterpos,mention2_chapterindex
55ac84541ede6e0f1106b2e4ab01a2bac2f21e39,test,Who is Tartlet?,"Godfrey's mentor, teacher, and dance instructor.",Godfrey's teacher,Who is Tartlet ?,"Godfrey s mentor , teacher , and dance instructor .",Godfrey s teacher,Tartlet,1103,his,1598,Tartlet,44057:44064,184:191,26,his,66553:66556,1085:1088,28
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Lora Baines? ,Kevin Flynn's ex-girlfriend,Flynn's ex-girlfriend.,Who is Lora Baines ?,Kevin Flynn s ex-girlfriend,Flynn s ex-girlfriend .,LORA,1409,you,2247,LORA,46507:46511,46507:46511,0,you,73066:73069,73066:73069,0
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who was Lora Baines?,Kevin Flynn ex-girlfriend,Flynn's ex-girlfriend.,Who was Lora Baines ?,Kevin Flynn ex-girlfriend,Flynn s ex-girlfriend .,Flynn,708,him,1662,Flynn,23983:23988,23983:23988,0,him,54777:54780,54777:54780,0
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who was Yori?,Tron's love,Trons love,Who was Yori ?,Tron s love,Trons love,Yori,4468,She,4533,Yori,142829:142833,142829:142833,0,She,144785:144788,144785:144788,0
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Kevin Flynn ex-girlfriend? ,Lora Baines. ,Lora Baines,Who is Kevin Flynn ex-girlfriend ?,Lora Baines .,Lora Baines,her,2032,LORA,7825,her,66458:66461,66458:66461,0,LORA,244422:244426,87878:87882,1
570c8d99794d019e34b3ead4b4fcf80bb0fac459,train,Who is Kevin Flynn? ,A software Engeneer. ,A software engineer who runs a video arcade.,Who is Kevin Flynn ?,A software Engeneer .,A software engineer who runs a video arcade .,FLYNN,745,he,1931,FLYNN,25123:25128,25123:25128,0,he,62877:62879,62877:62879,0
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8,train,Who is Carter's beloved? ,Dejah Thoris,Dejah Thoris.,Who is Carter s beloved ?,Dejah Thoris,Dejah Thoris .,her,3069,Dejah Thoris,2411,her,162745:162748,12627:12630,39,Dejah Thoris,128067:128079,1990:2002,37
57dd0337b2fc1821f75618b2ba1e8d78c504b2f8,train,Who is Dejha Thoris?,A Princess of Helium,The princess of Helium.,Who is Dejha Thoris ?,A Princess of Helium,The princess of Helium .,Dejah Thoris,2356,Princess,2360,Dejah Thoris,125575:125587,18910:18922,36,Princess,125878:125886,19213:19221,36
5a3c3fa94456d41df5d8711b33687c39f2aa1ca8,test,Who is Crawly's Daughter?,Grace,Grace,Who is Crawly s Daughter ?,Grace,Grace,daughter,690,Grace,893,daughter,34521:34529,858:866,2,Grace,44715:44720,11052:11057,2
5c8b96c00b579c1e89e0ffeedb47e6d122e4c159,train,Who is Earl's daughter?,Jane,Jane,Who is Earl s daughter ?,Jane,Jane,Daughter,2136,Jane,6025,Daughter,62793:62801,903:911,32,Jane,176392:176396,164:168,99
5ccdde3f4dcf2b0c2fc2bd386a6b88fe8b3cc29b,valid,Who is Josephine to Sharon?,Her mother.,Her mother,Who is Josephine to Sharon ?,Her mother .,Her mother,her,7544,Mother,7728,her,224195:224198,713:716,131,Mother,230000:230006,1305:1311,134
5ccdde3f4dcf2b0c2fc2bd386a6b88fe8b3cc29b,valid,Who is Larry to Sharon?,Her brother.,her brother,Who is Larry to Sharon ?,Her brother .,her brother,LARRY,908,brother,908,LARRY,29408:29413,1690:1695,11,brother,29399:29406,1681:1688,11
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who was Alexander the son of?,The Greek Emperor Alexander ,Greek emperor Alexander,Who was Alexander the son of ?,The Greek Emperor Alexander,Greek emperor Alexander,the father,1366,Alexander,284,the father,79864:79874,79864:79874,0,Alexander,13202:13211,13202:13211,0
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who is Alexander and Soredamors' son?,Cliges,Cliges,Who is Alexander and Soredamors ' son ?,Cliges,Cliges,the child,1510,Cliges,3967,the child,88454:88463,88454:88463,0,Cliges,238861:238867,75680:75686,1
5d98d6db87225fde51cea450d8712cb6073df2e7,train,Who is Alexander's brother?,Alis,Alis,Who is Alexander s brother ?,Alis,Alis,brother,1534,Alis,183,brother,89896:89903,89896:89903,0,Alis,7111:7115,7111:7115,0
5df7b23024d86a042fcdcb06ee485d528317a156,test,Who was responsible for the virus?,Dr. Peters.,Cole,Who was responsible for the virus ?,Dr. Peters .,Cole,PETERS,2503,DR. MASON'S ASSISTANT,5062,PETERS,73300:73306,5199:5205,5,DR. MASON'S ASSISTANT,144451:144472,18530:18551,7
5fc06920c10c190e4abcbe8f68803a7025cc0889,train,Who is Tatiana?,Grant's daughter,Grant's daughter.,Who is Tatiana ?,Grant s daughter,Grant s daughter .,TATIANA,397,daughter,1738,TATIANA,12825:12832,12825:12832,0,daughter,56458:56466,3671:3679,1
5fc06920c10c190e4abcbe8f68803a7025cc0889,train,Who was Sophina?,Grant's girlfriend.,oscar grant's girlfriend,Who was Sophina ?,Grant s girlfriend .,oscar grant s girlfriend,Sophina,4063,girl,4199,Sophina,133862:133869,14475:14482,4,girl,138902:138906,19515:19519,4
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,Who is Elsa's younger sister?,Anna,Anna,Who is Elsa s younger sister ?,Anna,Anna,sister,302,Anna,315,sister,9999:10005,9999:10005,0,Anna,10381:10385,10381:10385,0
6031da6fa93ad9cac1b6da6586010aab81c7b4da,train,Who is Olaf?,Childhood snowman of Elsa and Anna ,Elsa and Anna's childhood snowman.,Who is Olaf ?,Childhood snowman of Elsa and Anna,Elsa and Anna s childhood snowman .,Olaf,388,snowman,383,Olaf,12570:12574,12570:12574,0,snowman,12397:12404,12397:12404,0
60510bf4be495aeb1b4640a7a058b4ae7c04b884,test,Who is McTeague?,A Dentist.,He is a poor dentist.,Who is McTeague ?,A Dentist .,He is a poor dentist .,McTeague,69,the dentist,269,McTeague,2337:2345,1393:1401,1,the dentist,14459:14470,13515:13526,1
60510bf4be495aeb1b4640a7a058b4ae7c04b884,test,Who is Marcus?,McTeague's bestfriend,McTeague's best friend.,Who is Marcus ?,McTeague s bestfriend,McTeague s best friend .,Marcus Schouler,269,one intimate friend,269,Marcus Schouler,14439:14454,13495:13510,1,one intimate friend,14473:14492,13529:13548,1
608b8bcc44bdd6e1c03517468ebad835aa98ec28,test,WHO IS BEAUMELLE TO ROCHMONT?,HIS DAUGHTER,his daughter,WHO IS BEAUMELLE TO ROCHMONT ?,HIS DAUGHTER,his daughter,Beaumelle,3948,daughter,5167,Beaumelle,180373:180382,74671:74680,9,daughter,225135:225143,119433:119441,9
608b8bcc44bdd6e1c03517468ebad835aa98ec28,test,WHO IS BELLEPERT TO BEAUMELLE?,HER WAITING WOMAN,Bellepert is her lady in waiting,WHO IS BELLEPERT TO BEAUMELLE ?,HER WAITING WOMAN,Bellepert is her lady in waiting,Bellapert,3603,You,3971,Bellapert,167764:167773,62062:62071,9,You,181273:181276,75571:75574,9
67ca24897196449395daa9886c7fbaceab55c964,train,Who is Joey Lamotta?,Jake's brother,A boxer,Who is Joey Lamotta ?,Jake s brother,A boxer,JAKE LAMOTTA,223,brother,1155,JAKE LAMOTTA,7133:7145,7133:7145,0,brother,34955:34962,7269:7276,1
681778326e846ea9979ff3aed4ee9668abe7d489,valid,Who is Jani?,A gambler who befriend's Jack,A gambler and robber. ,Who is Jani ?,A gambler who befriend s Jack,A gambler and robber .,JANI,1836,this woman,1853,JANI,70784:70788,70784:70788,0,this woman,71390:71400,71390:71400,0
68ee401e0c66832834f605b625d5062b06a59515,train,Who is Freeman's brother?,Anton,Anton,Who is Freeman s brother ?,Anton,Anton,brother,1297,VINCENT,1171,brother,48555:48562,48555:48562,0,VINCENT,43730:43737,43730:43737,0
68ee401e0c66832834f605b625d5062b06a59515,train,Who is responsible for the accident with Jerome?,Vincent,Jerome,Who is responsible for the accident with Jerome ?,Vincent,Jerome,the two young men,1310,the two boys,1316,the two young men,49031:49048,49031:49048,0,the two boys,49446:49458,49446:49458,0
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to George?,An academic rival,rival,Who is Eilert to George ?,An academic rival,rival,Eilert,1086,rival,1080,Eilert,36515:36521,14561:14567,1,rival,36362:36367,14408:14413,1
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilert to Hedda?,A former lover,Her former lover.,Who is Eilert to Hedda ?,A former lover,Her former lover .,George,5132,him,5143,George,101861:101867,28813:28819,2,him,101982:101985,28934:28937,2
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is behind Eilert's recovery from alcoholism?,Thea,Thea,Who is behind Eilert s recovery from alcoholism ?,Thea,Thea,She,5438,Thea,9671,She,106243:106246,33195:33198,2,Thea,171675:171679,24600:24604,4
6963fca5fa63778623b93b656f9da7389aad065c,train,Who is Eilerts former lover?,Hedda,Hedda,Who is Eilerts former lover ?,Hedda,Hedda,Eilert,4548,me,5235,Eilert,92543:92549,19495:19501,2,me,103131:103133,30083:30085,2
69add8ffcf964d23243ac02b7282d57beb63c355,valid,Who is Gertie to Michael?,His little sister.,His little sister ,Who is Gertie to Michael ?,His little sister .,His little sister,Gertie,609,sister,955,Gertie,23112:23118,23112:23118,0,sister,37522:37528,37522:37528,0
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who is Meister Eckhart?,A 14th century mystic who described Hell.,A 14th century christian mystic ,Who is Meister Eckhart ?,A 14th century mystic who described Hell .,A 14th century christian mystic,Meister Eckart,4626,he,4654,Meister Eckart,120193:120207,120193:120207,0,he,120871:120873,120871:120873,0
6a02d46e87865ba5b033c56c658af2bfdd182093,valid,Who was Jezzie?,The woman he dated and lived with after the war.,Jacob's girlfriend,Who was Jezzie ?,The woman he dated and lived with after the war .,Jacob s girlfriend,JEZZIE,566,WOMAN,564,JEZZIE,18674:18680,18674:18680,0,WOMAN,18641:18646,18641:18646,0
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is chief elder of one of the Amahagger tribes?,Billali,Billali ,Who is chief elder of one of the Amahagger tribes ?,Billali,Billali,The old man,2893,Billali,2909,The old man,159933:159944,18430:18441,42,Billali,160535:160542,19032:19039,42
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is Ayesha confident of becomming the reincarnation of her former lover?,Leo,Leo,Who is Ayesha confident of becomming the reincarnation of her former lover ?,Leo,Leo,a reincarnation,11634,Leo,823,a reincarnation,661476:661491,14441:14456,67,Leo,43800:43803,10594:10597,31
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is ustane?,an amahagger maiden,A maiden of Amahagger,Who is ustane ?,an amahagger maiden,A maiden of Amahagger,Ustane,3090,her,3016,Ustane,171335:171341,2890:2896,43,her,167199:167202,25696:25699,42
6a659de3aa344680261aaf152a26bf7a20fe22f2,train,Who is vincey?,colleague,Leo's father,Who is vincey ?,colleague,Leo s father,Vincey,5856,Leo,4821,Vincey,332689:332695,3565:3571,52,Leo,272617:272620,18533:18536,47
6aa4c6be53eff0024e5c84f99ac94cddff4eb8f0,test,Who is Brian?,Jean's new husband.,current husband of Harvey's ex-wife,Who is Brian ?,Jean s new husband .,current husband of Harvey s ex-wife,Jean,1731,our baby girl,1750,Jean,62995:62999,1675:1679,27,our baby girl,63661:63674,279:292,28
6b1832c46e0b3566463444ec9209b8f1ed6c7ac6,valid,Who is Nicky Rogan? ,Nicky Rogan is a successful play writer. ,a platwright,Who is Nicky Rogan ?,Nicky Rogan is a successful play writer .,a platwright,Nicky Rogan,308,a lonely spooky writer,2864,Nicky Rogan,11795:11806,2164:2175,1,a lonely spooky writer,120981:121003,1425:1447,45
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Davison?,Queen Elizabeth's undersecretary,Elizabeth's undersecratary,Who is Davison ?,Queen Elizabeth s undersecretary,Elizabeth s undersecratary,Davison,5417,secretary,6961,Davison,157726:157733,79:86,32,secretary,203245:203254,786:795,48
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Elizabeth?,Mary's cousin,The Queen of Enland,Who is Elizabeth ?,Mary s cousin,The Queen of Enland,Elizabeth,1155,She,2022,Elizabeth,35267:35276,12809:12818,6,She,61380:61383,4117:4120,10
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Darnley?,Mary Stewart's deceased husband,The deceased husband of Mary Stuart,Who is Darnley ?,Mary Stewart s deceased husband,The deceased husband of Mary Stuart,Darnley,586,husband,611,Darnley,16898:16905,613:620,4,husband,17604:17611,1319:1326,4
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mary to Elizabeth?,She is her cousin.,her cousin,Who is Mary to Elizabeth ?,She is her cousin .,her cousin,MARY,773,her,6877,MARY,22492:22496,34:38,6,her,200917:200920,1224:1227,46
6b63890ba5900ef88f6a04c5da1b522bb618a9c8,train,Who is Mortimer to Mary?,"Her custodian's nephew, who supports her claim and wishes to help her.",The nephew of her custodian.,Who is Mortimer to Mary ?,"Her custodian s nephew , who supports her claim and wishes to help her .",The nephew of her custodian .,MORTIMER,535,nephew,735,MORTIMER,15526:15534,28:36,3,nephew,21807:21813,5522:5528,4
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Princess Kitty's brother-in law?,Oblonsky,Oblonksy Konstantin,Who is Princess Kitty s brother-in law ?,Oblonsky,Oblonksy Konstantin,Kitty,992,sister-in-law,1088,Kitty,47594:47599,14345:14350,5,sister-in-law,51259:51272,182:195,6
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Anna's brother?,Oblonsky.,Oblonsky,Who is Anna s brother ?,Oblonsky .,Oblonsky,Anna,661,sister,3002,Anna,31024:31028,8085:8089,4,sister,140818:140824,1152:1158,17
6bb78f3d321f2a5b63edf9ffcfb4900f73ecd4dc,train,Who is Oblonsky's sister-in-law?,Princess Kitty,Princess Kitty.,Who is Oblonsky s sister-in-law ?,Princess Kitty,Princess Kitty .,sister-in-law,992,Kitty,992,sister-in-law,47579:47592,14330:14343,5,Kitty,47594:47599,14345:14350,5
6bec7c2bdd0b01296bc9020288d833709e54cd52,test,Who is Easy Andy?,an illegal gun dealer,gun dealer,Who is Easy Andy ?,an illegal gun dealer,gun dealer,Andy,945,He,3336,Andy,30928:30932,388:392,12,He,106519:106521,1076:1078,58
6cfe7052daf187b667538b2858849a84c1f6b049,valid,Who is Lady Blythe to Innocent?,Her birth mother. ,she is her mother,Who is Lady Blythe to Innocent ?,Her birth mother .,she is her mother,Lady Blythe,6401,mother,1857,Lady Blythe,304449:304460,14704:14715,10,mother,81778:81784,17485:17491,3
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickinson?,Ted's old girlfriend,A flight attendant.,Who is Elaine Dickinson ?,Ted s old girlfriend,A flight attendant .,a man,497,TED STRIKER,409,a man,19381:19386,2617:2622,1,TED STRIKER,15598:15609,15598:15609,0
6d2e1b95ed2a00e16e046b6f3d0b03e687c7f7f7,valid,Who is Elaine Dickson?,"Ted's former girlfriend, now a flight attendant",Ted's wartime girlfriend.,Who is Elaine Dickson ?,"Ted s former girlfriend , now a flight attendant",Ted s wartime girlfriend .,her,282,you,473,her,10169:10172,10169:10172,0,you,18324:18327,1560:1563,1
6dede499df79827ea44d634f07b998b90ee4a05d,test,Who is Kitty Killigrew?,The soubrette of the American Opera Company.,A beautiful singer,Who is Kitty Killigrew ?,The soubrette of the American Opera Company .,A beautiful singer,Kitty Killigrew,819,a singer,1917,Kitty Killigrew,34775:34790,10563:10578,2,a singer,87395:87403,19135:19143,4
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Prince Bulbo the son of?,he is the son of King Padella,King Padella,Who is Prince Bulbo the son of ?,he is the son of King Padella,King Padella,Prince Bulbo,1082,son,392,Prince Bulbo,54524:54536,3178:3190,27,son,17558:17561,2468:2471,22
6e3b7afa7408ab6c6f63b29841f1ed5139311571,train,Who is Princess Angelica?,She is King Valoroso's daughter,The daughter of King Valoroso.,Who is Princess Angelica ?,She is King Valoroso s daughter,The daughter of King Valoroso .,Angelica,147,daughter,2341,Angelica,4415:4423,582:590,20,daughter,115831:115839,7032:7040,41
6ea31b70e5af494ad2b7623d06b6487b3953b20d,test,Who is Solomon Northup?,A free American man working as a violinist.,Free African American,Who is Solomon Northup ?,A free American man working as a violinist .,Free African American,Solomon Northup,732,player,733,Solomon Northup,24203:24218,1871:1886,5,player,24243:24249,1911:1917,5
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Mary Ann?,The Mathews' daughter.,Mary Ann is a girl that appears to have been murdered on film,Who is Mary Ann ?,The Mathews ' daughter .,Mary Ann is a girl that appears to have been murdered on film,Mary Anne Mathews,2153,daughter,1706,Mary Anne Mathews,77884:77901,7526:7543,3,daughter,61216:61224,5413:5421,1
6ed5d860df4edd3d32f1aca52ec369f0d21039a0,test,Who is Daniel Longdale an attorney for?,Mrs Christian.,Mrs. Christian,Who is Daniel Longdale an attorney for ?,Mrs Christian .,Mrs. Christian,Longdale,643,attorney,644,Longdale,20709:20717,20709:20717,0,attorney,20754:20762,20754:20762,0
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS BEATRICE?,LEONATO'S NIECE,Leonatos niece.,WHO IS BEATRICE ?,LEONATO S NIECE,Leonatos niece .,Beatrice,33,niece,457,Beatrice,889:897,889:897,0,niece,15333:15338,15333:15338,0
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS HERO TO LEONATO?,HIS DAUGHTER,daughter,WHO IS HERO TO LEONATO ?,HIS DAUGHTER,daughter,Hero,31,daughter,32,Hero,866:870,866:870,0,daughter,875:883,875:883,0
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS URSULA TO HERO?,HER MAID,Hero's Maid,WHO IS URSULA TO HERO ?,HER MAID,Hero s Maid,Vrsula,2139,Vrsu,2016,Vrsula,72366:72372,28355:28361,1,Vrsu,68459:68463,24448:24452,1
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS MARGARET?,HERO'S CHAMBERMAID,Hero's chambermaid ,WHO IS MARGARET ?,HERO S CHAMBERMAID,Hero s chambermaid,Margaret,1463,Marg,1479,Margaret,50167:50175,6156:6164,1,Marg,50782:50786,6771:6775,1
706d21321f927fefba090bf9af88835ac99035b0,train,WHO IS ANTONIO TO LEONATO?,HIS BROTHER,brother,WHO IS ANTONIO TO LEONATO ?,HIS BROTHER,brother,Anth,713,Brother,2885,Anth,24091:24095,24091:24095,0,Brother,97147:97154,9002:9009,2
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Beatrice?,Leonato's niece,Niece of Leonato,Who was Beatrice ?,Leonato s niece,Niece of Leonato,Beatrice,33,Neece,33,Beatrice,889:897,889:897,0,Neece,902:907,902:907,0
706d21321f927fefba090bf9af88835ac99035b0,train,Who was Hero?,Leonato's daughter,Leonato's daughter.,Who was Hero ?,Leonato s daughter,Leonato s daughter .,Hero,31,daughter,32,Hero,866:870,866:870,0,daughter,875:883,875:883,0
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth?,"Ruth is Mahlon's widow, and Naomi's daughter-in-law. ",Mahlons wife,Who is Ruth ?,"Ruth is Mahlon s widow , and Naomi s daughter-in-law .",Mahlons wife,Ruth,858,she,915,Ruth,39687:39691,6943:6947,5,she,42656:42659,9912:9915,5
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who was Ploni Almoni?,"A closer relative to Ruth's husband than Boaz, therefore he was given first choice to take her or not.",A close male relative of Ruth and Naomi. ,Who was Ploni Almoni ?,"A closer relative to Ruth s husband than Boaz , therefore he was given first choice to take her or not .",A close male relative of Ruth and Naomi .,Ruth,896,her mother,915,Ruth,41732:41736,8988:8992,5,her mother,42691:42701,9947:9957,5
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth's grandson?,Jesse,Jesse,Who is Ruth s grandson ?,Jesse,Jesse,Ruth,858,his mother,1774,Ruth,39687:39691,6943:6947,5,his mother,87737:87747,17362:17372,11
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Alison?,Eldon Parr's daughter.,Parr's daughter,Who is Alison ?,Eldon Parr s daughter .,Parr s daughter,Alison,606,daughter,1420,Alison,27448:27454,25397:25403,1,daughter,70655:70663,10807:10815,2
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Eldon Parr?,The wealthiest member of the church.,The most wealthy and powerful man at St. John's Church.,Who is Eldon Parr ?,The wealthiest member of the church .,The most wealthy and powerful man at St. John s Church .,Eldon Parr,572,a member of the congregation,5709,Eldon Parr,26021:26031,23970:23980,1,a member of the congregation,291573:291601,30725:30753,8
7235e7853e8ea8ba99b6d7a386d8de03b3887ace,valid,Who is Annette Hargrove?,The virgin daughter of their school's new headmaster,virgin daughter of the headmaster,Who is Annette Hargrove ?,The virgin daughter of their school s new headmaster,virgin daughter of the headmaster,Annette Harrison,909,daughter,933,Annette Harrison,30321:30337,11278:11294,1,daughter,31308:31316,12265:12273,1
73b739350f4657b6831e951b890b0894a5886607,test,Who is Paxton's ex-girldfriend?,Gertrude,Gertrude,Who is Paxton s ex-girldfriend ?,Gertrude,Gertrude,me,2578,Gert,2566,me,74796:74798,651:653,39,Gert,74462:74466,317:321,39
73b739350f4657b6831e951b890b0894a5886607,test,Who is Ramone?,The locally famous over the hill stripper,a stripper,Who is Ramone ?,The locally famous over the hill stripper,a stripper,Ramone,6076,guy,6077,Ramone,175445:175451,1800:1806,96,guy,175499:175502,1854:1857,96
73b739350f4657b6831e951b890b0894a5886607,test,Who is their immigration inspector?,Mr. Gilbertson,Mr. Gilbertson,Who is their immigration inspector ?,Mr. Gilbertson,Mr. Gilbertson,He,856,MR. GILBERTSON,957,He,26258:26260,743:745,10,MR. GILBERTSON,29116:29130,35:49,12
750ec3a9ab4879f2593fb1baed81e6b449a5c755,test,Who is Arwen's lover?,Strider,Strider,Who is Arwen s lover ?,Strider,Strider,A Ranger,3636,Strider,2902,A Ranger,112157:112165,623:631,59,Strider,89144:89151,1516:1523,46
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Bateman's lawyer?,Harold.,Harold,Who is Bateman s lawyer ?,Harold .,Harold,lawyer,4934,Harold,4933,lawyer,119517:119523,87804:87810,2,Harold,119467:119473,87754:87760,2
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Patrick's secretary?,Jean,Jean.,Who is Patrick s secretary ?,Jean,Jean .,secretary,738,JEAN,738,secretary,21293:21302,21293:21302,0,JEAN,21283:21287,21283:21287,0
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April's boyfriend?,Casey Jones.,Casey Jones.,Who is April s boyfriend ?,Casey Jones .,Casey Jones .,you,7234,CASEY JONES,1358,you,249314:249317,381:384,90,CASEY JONES,47796:47807,2012:2023,14
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April O'Neil's boy freind? ,Casey Jones. ,Casey Jones ,Who is April O'Neil s boy freind ?,Casey Jones .,Casey Jones,APRIL O'NEIL,1330,babe,1373,APRIL O'NEIL,46442:46454,658:670,14,babe,48366:48370,2582:2586,14
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is Yaotl? ,An ancient Aztec warlord. ,An Aztec warlord.,Who is Yaotl ?,An ancient Aztec warlord .,An Aztec warlord .,YAOTL,2540,he,2602,YAOTL,87544:87549,1560:1565,29,he,90079:90081,936:938,30
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's maternal uncle?,Tom Bowling,Tom Bowling.,Who is Random s maternal uncle ?,Tom Bowling,Tom Bowling .,uncle,618,Tom Bowling,5640,uncle,32151:32156,1883:1888,72,Tom Bowling,346036:346047,4790:4801,93
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's uncle?,Tom Bowling,Tom Bowling.,Who is Random s uncle ?,Tom Bowling,Tom Bowling .,uncle,678,Tom Bowling,5640,uncle,35892:35897,5624:5629,72,Tom Bowling,346036:346047,4790:4801,93
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Rory's uncle?,Tom Bowling,Tom Bowling.,Who is Rory s uncle ?,Tom Bowling,Tom Bowling .,Rory,1168,Thomas Bowling,1177,Rory,65918:65922,8066:8070,75,Thomas Bowling,66285:66299,8433:8447,75
7805e001c28ab9aa85f51b3244a9f57fe972f5a9,train,Who is Belinda's guardian?,Sylph Ariel,slyph ariel,Who is Belinda s guardian ?,Sylph Ariel,slyph ariel,guardian,944,Sylph,1041,guardian,46821:46829,46821:46829,0,Sylph,51516:51521,51516:51521,0
7805e001c28ab9aa85f51b3244a9f57fe972f5a9,train,Who is Baron?,One of Belinda's suitors,suitor of belinda,Who is Baron ?,One of Belinda s suitors,suitor of belinda,Baron,1329,him,1388,Baron,64343:64348,64343:64348,0,him,67168:67171,67168:67171,0
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who was Rome at war with?,Volsci,Volsic,Who was Rome at war with ?,Volsci,Volsic,country,908,Rome,290,country,30618:30625,808:815,12,Rome,9576:9580,798:802,1
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who was exiled/banished from Rome?,Coriolanus,Coriolanus,Who was exiled/banished from Rome ?,Coriolanus,Coriolanus,a man,251,Coriolanus,1949,a man,8176:8181,8176:8181,0,Coriolanus,64815:64825,2956:2966,29
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Coriolanus' Wife?,Virgilia,Virgilia,Who is Coriolanus ' Wife ?,Virgilia,Virgilia,wife,822,VIRGILIA,822,wife,27349:27353,1866:1870,10,VIRGILIA,27330:27338,1847:1855,10
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Rome at war with?,Volsci.,Volsci,Who is Rome at war with ?,Volsci .,Volsci,Rome,753,country,6190,Rome,24940:24944,1297:1301,9,country,197070:197077,1424:1431,97
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Caius Martius?,A Roman general.,A general,Who is Caius Martius ?,A Roman general .,A general,Coriolanus,6167,general,6073,Coriolanus,196069:196079,423:433,97,general,193340:193347,3128:3135,95
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Volumnia?,Coriolanus' mother.,Coriolanus' mother,Who is Volumnia ?,Coriolanus ' mother .,Coriolanus ' mother,Volumnia,872,mother,3384,Volumnia,29609:29617,2050:2058,11,mother,108298:108304,1381:1387,52
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Virgilia?,Coriolanus' wife.,Coriolanus's wife,Who is Virgilia ?,Coriolanus ' wife .,Coriolanus s wife,VIRGILIA,822,wife,822,VIRGILIA,27330:27338,1847:1855,10,wife,27349:27353,1866:1870,10
7aa7b07e8f87871690bf6f194d17adb9c6384ad4,train,Who is Evanthe's maid?,Cleone,Cleone.,Who is Evanthe s maid ?,Cleone,Cleone .,maid,905,Cleone,950,maid,30863:30867,30863:30867,0,Cleone,32349:32355,32349:32355,0
7aa7b07e8f87871690bf6f194d17adb9c6384ad4,train,Who is Gotarzes?,A prince.,A prince.,Who is Gotarzes ?,A prince .,A prince .,Gotarzes,3512,Prince,4272,Gotarzes,103141:103149,763:771,22,Prince,123785:123791,5488:5494,30
7c41a74fb0e568bd5fc658282facbf79bf541271,test,Who is Rollo Tomasi?,The nickname of the man who killed Ed Exley's father.,Exley's father's unknown assailant ,Who is Rollo Tomasi ?,The nickname of the man who killed Ed Exley s father .,Exley s father s unknown assailant,Rollo Tomasi,5339,He,5349,Rollo Tomasi,180812:180824,42783:42795,7,He,181138:181140,43109:43111,7
