document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized
7f1342389643da8afa5cdd6a7b512546e6f4b4c2,train,Who was a mercenary in Africa?,Blue.,Blue.,Who was a mercenary in Africa ?,Blue .,Blue .
7fe863c608ba55d0443da0e1e6d5f92f1ece764e,train,Who is Ellinor to Edward?,Ellinor is his daughter.,Daughter,Who is Ellinor to Edward ?,Ellinor is his daughter .,Daughter
8004891a07495f31f0a336429a5c8a05b452656b,train,Who is Bunda Chand?,The king of Vendhya,Dead king of Vendhya,Who is Bunda Chand ?,The king of Vendhya,Dead king of Vendhya
808f984fae3980115cdbe74d4fdb43f7912418fa,train,Who is John Dolittle?,He is a physician and bachelor.,A single doctor,Who is John Dolittle ?,He is a physician and bachelor .,A single doctor
80f03a1fcfa33d7dbbe32a6252022e9da17847b9,train,Who is Honora?,Pauline's mother.,Pauline's mom.,Who is Honora ?,Pauline s mother .,Pauline s mom .
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Caden Cotard's wife?,Adele,Claire,Who is Caden Cotard s wife ?,Adele,Claire
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Adele?,Caden's first wife.,Caden's wife,Who is Adele ?,Caden s first wife .,Caden s wife
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Hazel?,A woman who works in the box office that Caden has an affair with.  ,"A woman who works in the box office who Caden has a fling with, a relationship that carries on after she is married",Who is Hazel ?,A woman who works in the box office that Caden has an affair with .,"A woman who works in the box office who Caden has a fling with , a relationship that carries on after she is married"
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Alice Poulson?,Hoffman's girlfriend.,"Hoffman's girlfriend, an ex-con hired by NURV to manipulate him.",Who is Alice Poulson ?,Hoffman s girlfriend .,"Hoffman s girlfriend , an ex-con hired by NURV to manipulate him ."
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Milo Hoffman?,A young owner of Skullbocks,Stanford Graduate.,Who is Milo Hoffman ?,A young owner of Skullbocks,Stanford Graduate .
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Gary Winston?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV,Who is Gary Winston ?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Lisa Calighan?,A coworker who agrees to help Hoffman but is really a double agent.,Friend and co-worker,Who is Lisa Calighan ?,A coworker who agrees to help Hoffman but is really a double agent .,Friend and co-worker
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Duke Senior's daughter?,Rosalind,Rosalind.,Who is Duke Senior s daughter ?,Rosalind,Rosalind .
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Touchstone?,The court clown,court clown ,Who is Touchstone ?,The court clown,court clown
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Orlando's brother?,Oliver,Oliver,Who is Orlando s brother ?,Oliver,Oliver
8372fe819d756bbdf0118d6efc16508603d41399,train,Who is Biocyte's CEO?,John McCloy,John C. McCloy,Who is Biocyte s CEO ?,John McCloy,John C. McCloy
83a1fd492021ceb110451d65888072daf64a5d4f,train,Who is Deep Throat?,An anonymous source Woodward has used I'm the past. ,a senior government official,Who is Deep Throat ?,An anonymous source Woodward has used I m the past .,a senior government official
84248647b95fced93f041f931426523b7d25d226,train,Who was Lauren Randall to Alex Corvis?,Girlfriend,girlfriend,Who was Lauren Randall to Alex Corvis ?,Girlfriend,girlfriend
84327ef84b778b11993de1d2e3f6fb04eeb09fff,train,Who is Lucifer's son?,Mammon,Mammon,Who is Lucifer s son ?,Mammon,Mammon
84732f85b51dfbfed6c40f2bc1e35e1697eade8e,train,Who is a foreign secret agent?,Dr. Zachary Smith.,Dr. Smith. ,Who is a foreign secret agent ?,Dr. Zachary Smith .,Dr. Smith .
8554fa252eac2c69e447c0b19b34a25bc81faffc,train,Who is Frankie?,Cindy's daughter,Dean and Cindy's daughter.,Who is Frankie ?,Cindy s daughter,Dean and Cindy s daughter .
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is on his deathbed?,Kane,Charles Foster Kane,Who is on his deathbed ?,Kane,Charles Foster Kane
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Kane's business manager?,Bernstein,Bernstein,Who is Kane s business manager ?,Bernstein,Bernstein
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Emily Norton's uncle?,The President of the United States.,The President of the United States,Who is Emily Norton s uncle ?,The President of the United States .,The President of the United States
85785803e7a805be4ea0926ed22b72a418e46679,train,Who is Ssgt Nantz?,An Iraq veteran made the platoon sergeant in the battle,an iraq veteren who and 1st platoon sergeant,Who is Ssgt Nantz ?,An Iraq veteran made the platoon sergeant in the battle,an iraq veteren who and 1st platoon sergeant
86124527eecec5f80742149412e04a52909228e7,train,Who is Aucassin?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire,Who is Aucassin ?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire
86124527eecec5f80742149412e04a52909228e7,train,Who is Nicolette?,Aucassin love,A Saracen maiden in love with Aucassin.,Who is Nicolette ?,Aucassin love,A Saracen maiden in love with Aucassin .
87c046f7ad020a2da8302de2d39c918d5c3d46d6,train,Who is behind the killings?,Veidt,Adrian Veidt is behind the killings.,Who is behind the killings ?,Veidt,Adrian Veidt is behind the killings .
87c046f7ad020a2da8302de2d39c918d5c3d46d6,train,Who is Blake's daughter? ,Jupiter is Blake's daughter. ,Laurie Jupiter is Blake's daughter.,Who is Blake s daughter ?,Jupiter is Blake s daughter .,Laurie Jupiter is Blake s daughter .
87fe5dafbe80516d43917d624a49f61c3f5d2f06,test,Who is Imam?,A Muslim priest.,A Muslim Priest,Who is Imam ?,A Muslim priest .,A Muslim Priest
8918f091ecb40e20e1597a4bb549cd925ba410a3,train,Who is Humphry's girfriend?,"Winifred Jenkins, the maid, is his woman.",Tabitha Bramble.,Who is Humphry s girfriend ?,"Winifred Jenkins , the maid , is his woman .",Tabitha Bramble .
8918f091ecb40e20e1597a4bb549cd925ba410a3,train,Who is Tabitha's servant?,Winifred Jenkins,Win Jenkins.,Who is Tabitha s servant ?,Winifred Jenkins,Win Jenkins .
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Madariaga's oldest daughter?,She is the wife of Marcelo Desonyers.,Marcelo's wife,Who is Julio Madariaga s oldest daughter ?,She is the wife of Marcelo Desonyers .,Marcelo s wife
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Desnoyers?,The son of Marcelo Desnoyers and his wife.,The son of Marcelo Desnoyers.,Who is Julio Desnoyers ?,The son of Marcelo Desnoyers and his wife .,The son of Marcelo Desnoyers .
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Stacy?,The hit man hired by Avery,A hit-man.,Who is Stacy ?,The hit man hired by Avery,A hit-man .
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Valentine's security agent?,Avery,Avery.,Who is Valentine s security agent ?,Avery,Avery .
8a7e6494d5895a4be094720ec4897e9b24abe222,train,Who is Sheerin 501?,A phychologist.,A psychologist. ,Who is Sheerin 501 ?,A phychologist .,A psychologist .
8a7e6494d5895a4be094720ec4897e9b24abe222,train,Who is Siferra 89?,The archaeologist.,An archaeologist.,Who is Siferra 89 ?,The archaeologist .,An archaeologist .
8afdb338362e2cf594bb0cdf1f3aef8a982832ed,train,Who is Pazzi?,He is the chief detective ,Chief Inspector.,Who is Pazzi ?,He is the chief detective,Chief Inspector .
8b5a5e185f5a7d9f240a38d396205831967418ff,test,Who was Lady Glencora's closest confidant?,Mrs. Finn.,Mrs. Finn,Who was Lady Glencora s closest confidant ?,Mrs. Finn .,Mrs. Finn
8b68fcbf0b9d48dcdbf55abfec3a09c3caa16a1b,train,Who is Mary's lover?,George,George,Who is Mary s lover ?,George,George
8b6f5b48584406378734c720276da32e9d93adeb,train,WHO IS LUCY DEANE'S SUITOR?,STEPHEN GUEST,Stephen Guest,WHO IS LUCY DEANE S SUITOR ?,STEPHEN GUEST,Stephen Guest
8b6f5b48584406378734c720276da32e9d93adeb,train,Who is Lucy Deane to Maggie?,Her cousin.,Her cousin,Who is Lucy Deane to Maggie ?,Her cousin .,Her cousin
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Linda to Earl?,His trophy wife. ,Linda is Earl's wife.,Who is Linda to Earl ?,His trophy wife .,Linda is Earl s wife .
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Donnie Smith?,"Donnie smith is a former winner on ""What do Kids Know?"" whose parents spent his prize money.",a former What Do Kids Know? champion whose parents spent his prize money,Who is Donnie Smith ?,Donnie smith is a former winner on What do Kids Know ? whose parents spent his prize money .,a former What Do Kids Know ? champion whose parents spent his prize money
8b9bb18676d9e322b4348f46fbf856107a645db3,train,Who is Cleopatra to Pharaoh Ptolemy XIII?,"She is is sister, wife and queen. ","A sister, wife, and queen.",Who is Cleopatra to Pharaoh Ptolemy XIII ?,"She is is sister , wife and queen .","A sister , wife , and queen ."
8b9bb18676d9e322b4348f46fbf856107a645db3,train,Who was Lucius?,He was a Roman officer. ,A Roman Officer,Who was Lucius ?,He was a Roman officer .,A Roman Officer
8b9da16420edd653ae5e0e2925dd3cade3a21ebc,train,Who is Mikey Forrester?,A drug dealer that gave Mark opium,A drug dealer. ,Who is Mikey Forrester ?,A drug dealer that gave Mark opium,A drug dealer .
8bed193f6ba9d1e50cc86f0b56531dc33bb8d409,test,Who is Ed's brother?,Ray,Ray,Who is Ed s brother ?,Ray,Ray
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Clifford to Charlotte?,Her Brother.,Mr. Wentworth's son,Who is Clifford to Charlotte ?,Her Brother .,Mr. Wentworth s son
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Felix to Eugenia?,It is her brother.,Her brother,Who is Felix to Eugenia ?,It is her brother .,Her brother
8cea29a5fd9e324e9ff07ab2e4a1521d591cb318,train,Who is Sloane Hopkins?,Sloane Hopkins is the assistant to Delacroix.,Delacroix's personal assistant,Who is Sloane Hopkins ?,Sloane Hopkins is the assistant to Delacroix .,Delacroix s personal assistant
8d34e0da546a23ce02b96f88aaba16054764807f,test,Who is Billy Moorcroft?,A Utah boy who goes mysteriously missing.,A missing boy.,Who is Billy Moorcroft ?,A Utah boy who goes mysteriously missing .,A missing boy .
8e15ee1aade0ced118df14ec3c59a14fecba8e1f,test,Who is Chenille?,A single black mother who befriends Sara.,a single mother attending the same urban Chicago school as Sarah,Who is Chenille ?,A single black mother who befriends Sara .,a single mother attending the same urban Chicago school as Sarah
90877c0799516d3386e0290d36a115b0b8ebb631,train,Who is Mack?,A farmer that Butch and Phillip meet.,a farmer,Who is Mack ?,A farmer that Butch and Phillip meet .,a farmer
90dfa4ccac8047bf5b7e06a9fb1178ccf8482968,train,Who is Babette?,The miller's daughter. ,The miller's daughter,Who is Babette ?,The miller s daughter .,The miller s daughter
916835cb4bcb3baa6333e7cca25bef7710dbdcbc,test,Who is Rosemary?,Olive's mother,Olive's mother,Who is Rosemary ?,Olive s mother,Olive s mother
91d017e6c94cd38fe5fcd3b92297dbeca97a0112,train,Who is Sorsha?,Queen Bvmorda's daughter.,Queen Bavmorda's daughter,Who is Sorsha ?,Queen Bvmorda s daughter .,Queen Bavmorda s daughter
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Geoffry Howe?,Lady Thatcher's Deputy that resigned,A politician ,Who is Geoffry Howe ?,Lady Thatcher s Deputy that resigned,A politician
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Thatcher's deputy?,Geoffrey Howe,Geoffrey Howe,Who is Thatcher s deputy ?,Geoffrey Howe,Geoffrey Howe
9225235e797e38d6177ba6e3a9ed63d06168bee2,train,Who is David?,a young boy that turns out to be a robot,An android,Who is David ?,a young boy that turns out to be a robot,An android
922ac7cfbc0ffe736ce42b2f0035caed42364bed,valid,Who is Linda's boyfriend?,Doyle,Doyle Hargraves,Who is Linda s boyfriend ?,Doyle,Doyle Hargraves
9292406d5193d3402195df7e5647fd168da2d15a,test,Who is Katherine McKay?,She is a young PhD. candidate doing her clinical aspect of her thesis at the hospital and Adam's therapist.,a PHD candidate who develops a personal and professional relationship with Adam,Who is Katherine McKay ?,She is a young PhD . candidate doing her clinical aspect of her thesis at the hospital and Adam s therapist .,a PHD candidate who develops a personal and professional relationship with Adam
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who is Comte de Mauves' sister?,Madame de Clarian,Madame de clairin,Who is Comte de Mauves ' sister ?,Madame de Clarian,Madame de clairin
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who was naive and idealistic as a child?,Madame de Mauves,Madame de Mauves,Who was naive and idealistic as a child ?,Madame de Mauves,Madame de Mauves
9389f614fcf481375c892e8ecb80a4be26862fc0,train,Who is Felicia?,Mason Storm's wife.,Mason's wife.,Who is Felicia ?,Mason Storm s wife .,Mason s wife .
94328b4aa4b54eab7b004ee7ecbaff9536498590,test,Who is Thomasina Tittlemouse?,"A ""resourceful"" wood mouse",A wood mouse.,Who is Thomasina Tittlemouse ?,A resourceful wood mouse,A wood mouse .
949f179ab9de0a9bbb52fce8fecf52bf67caaccd,train,Who is Larry Sokolov?,He is a new casino advisor for the Shangri-La.,Consultant,Who is Larry Sokolov ?,He is a new casino advisor for the Shangri-La .,Consultant
94dc6d01df88f97843813efb11e5d7e48562c869,valid,Who is Dain Maroola?,"A Malayan prince who wanted to talk to Almayer about trading, but ended up falling in love with Almayer's daughter Nina.",a Malayan prince,Who is Dain Maroola ?,"A Malayan prince who wanted to talk to Almayer about trading , but ended up falling in love with Almayer s daughter Nina .",a Malayan prince
953a454c146650e09d27fdb4dbe3cfdc6a9ca697,train,Who is Harriet's sister?,Rose,Rose,Who is Harriet s sister ?,Rose,Rose
9561a72a7b909a62c43b5ff74e26103f7a03c4bc,train,Who is Roquat?,King of the Nomes,nome king,Who is Roquat ?,King of the Nomes,nome king
964b0f4d342647ea243f1e1156c2e691ff34e6e4,train,Who is Alwynne's secret admirer?,Roger.,Roger Lumsden,Who is Alwynne s secret admirer ?,Roger .,Roger Lumsden
96546ceb80de8303f5057f1f2f4cb9fa5d0a2b20,train,Who is Nora?,Nora is Emily's sister.,Emilys sister,Who is Nora ?,Nora is Emily s sister .,Emilys sister
96809d5bae3dc7d250e0d0eb811119c33f511824,train,Who is Arabella Bishop?,She is Colonel Bishop's niece whom Dr. Blood later marries.,Colonel Bishop's niece,Who is Arabella Bishop ?,She is Colonel Bishop s niece whom Dr . Blood later marries .,Colonel Bishop s niece
96809d5bae3dc7d250e0d0eb811119c33f511824,train,Who is Arabella to Colonel Bishop?,His neice.,his niece,Who is Arabella to Colonel Bishop ?,His neice .,his niece
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Scott Roper?,The best hostage negotiator in San Francisco.,the best hostage negotiator in San Francisco,Who is Scott Roper ?,The best hostage negotiator in San Francisco .,the best hostage negotiator in San Francisco
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate?",A newspaper reporter.,A newspaper reporter,Who is Veronica Ronnie Tate ?,A newspaper reporter .,A newspaper reporter
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate's boyfriend?",Scott Roper,Scott Roper,Who is Veronica Ronnie Tate s boyfriend ?,Scott Roper,Scott Roper
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Korda?,A professional jewel thief.,Korda Is a professional  Jewel thief,Who is Korda ?,A professional jewel thief .,Korda Is a professional Jewel thief
9875d5a34bf0215171fcc87c84a724c4971cf477,train,Who is Tamara's previous boyfriend?,Ben,Ben,Who is Tamara s previous boyfriend ?,Ben,Ben
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Pernilla?,Mikael Bomkvist's daughter.,Blomkvist's daughter,Who is Pernilla ?,Mikael Bomkvist s daughter .,Blomkvist s daughter
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Anita?,Harriet's cousin,The cousin of Harriet,Who is Anita ?,Harriet s cousin,The cousin of Harriet
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Harriet?,Henrik Vanger's grandniece who disappeared and is assumed dead,Henrick's grandniece,Who is Harriet ?,Henrik Vanger s grandniece who disappeared and is assumed dead,Henrick s grandniece
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Nils Bjurman?,Salander's new legal guardian who she blackmails,Salander's new guardian.,Who is Nils Bjurman ?,Salander s new legal guardian who she blackmails,Salander s new guardian .
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Holger Palmgren?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander's previous guardian.,Who is Holger Palmgren ?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander s previous guardian .
989916b68c184be23de3334a7ee8ecfa4bdd2496,train,Who was Lang former aide?,Mike Mc Ara.,Mike McAra.,Who was Lang former aide ?,Mike Mc Ara .,Mike McAra .
989916b68c184be23de3334a7ee8ecfa4bdd2496,train,Who is Richard Rycart?,Lang's former foreign secretary. ,"Lang's former foreign secretary, now at the UN",Who is Richard Rycart ?,Lang s former foreign secretary .,"Lang s former foreign secretary , now at the UN"
991780bf52a8a596a25465dff974db075088e2d7,train,Who was Browners wife?,Mary Cushing,Mary,Who was Browners wife ?,Mary Cushing,Mary
99585e4b51fa1bf94db82b0551d1d664e584621d,train,Who is Graham Dalton?,He's a seeming drifter who returns to live in Baton Rouge.,John friend from college,Who is Graham Dalton ?,He s a seeming drifter who returns to live in Baton Rouge .,John friend from college
99585e4b51fa1bf94db82b0551d1d664e584621d,train,Who is Cynthia?,Cynthia is Ann's sister and a free-spirited bartender.,Ann's sister,Who is Cynthia ?,Cynthia is Ann s sister and a free-spirited bartender .,Ann s sister
997d5c49c59f9ac935fe208ed84c5500cf649c98,test,Who is Cynthia Webb?,"She is Davinci's mistress, the stripper who they use to pin the murder on Joe",A local stripper and Divinci's mistress.,Who is Cynthia Webb ?,"She is Davinci s mistress , the stripper who they use to pin the murder on Joe",A local stripper and Divinci s mistress .
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Alleyne the son of?,Edric,Edric.,Who is Alleyne the son of ?,Edric,Edric .
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Mary to Sir Nigel?,his wife,his wife,Who is Mary to Sir Nigel ?,his wife,his wife
9a50bcf24dea0f3934df9a55f6e82df03c19c7cb,train,Who was Young?,CIA Agent,An agent sent to confront the President about the fake war story.,Who was Young ?,CIA Agent,An agent sent to confront the President about the fake war story .
9b827d8f4127cffdf56129bc91a3d2bbbdeb19a4,train,Who is Douglas's enemy?,Ted Baldwin,Moriarty,Who is Douglas s enemy ?,Ted Baldwin,Moriarty
9bb9407d60ce0a2e7b57defe538f8578ea79493b,test,Who was Feemy?,Local prostitute.,the local prostitute,Who was Feemy ?,Local prostitute .,the local prostitute
9bd99dd1525e23d34c132f256ad8204cdf6fe089,train,Who is Valerie?,The wife of the War Department clerk Marneffe.,Wife of Merfne,Who is Valerie ?,The wife of the War Department clerk Marneffe .,Wife of Merfne
9c26a0e3cad380e2977b25e812a617e5083e73fd,train,Who is Fanny Bertram's younger brother?,William Price,william price,Who is Fanny Bertram s younger brother ?,William Price,william price
9c26a0e3cad380e2977b25e812a617e5083e73fd,train,Who is Emma Knightly's protege?,Kitty,Kitty Bennet ,Who is Emma Knightly s protege ?,Kitty,Kitty Bennet
9c26a0e3cad380e2977b25e812a617e5083e73fd,train,Who is Emma's Protege'?,Kitty Bennet.,Kitty Bennett,Who is Emma s Protege ' ?,Kitty Bennet .,Kitty Bennett
9c443f4b7fae5240b65a04b5648d20fede649249,train,Who is Gretchen?,The Burgomaster's daughter.,The Burgomaster's daughter.,Who is Gretchen ?,The Burgomaster s daughter .,The Burgomaster s daughter .
9c443f4b7fae5240b65a04b5648d20fede649249,train,Who is Burgomaster's daughter?,Gretchen.,Gretchen,Who is Burgomaster s daughter ?,Gretchen .,Gretchen
9c721b9297f69a20a813b12fcb0047fb22cce385,train,Who is Rath's contractor?,Nicolai ,Nicolai.,Who is Rath s contractor ?,Nicolai,Nicolai .
9c97f8fe3e6e78aa8d35e3c4759a4d1f766000bc,test,Who is Ramon Esperanza?,A dictator and drug lord from Velverde.,he is a drug lord and dictator of Val Verde,Who is Ramon Esperanza ?,A dictator and drug lord from Velverde .,he is a drug lord and dictator of Val Verde
9cbe9d08ff6673e8dba308ac11ba88d71b425209,train,Who is Paul's occupation?,A middle aged American hotel owner,Hotel owner,Who is Paul s occupation ?,A middle aged American hotel owner,Hotel owner
9cd25b973d253386eaebbb7f2f7821dc7518f6d6,test,Who is Francis Dollarhyde?,The Tooth Fairy,"The ""tooth fairy""/ the killer ",Who is Francis Dollarhyde ?,The Tooth Fairy,The tooth fairy / the killer
9d8b79107628c4dedae91fa3648e56ae94b997fc,train,Who is Andrzej Bojucki to Wladyslaw?,Friend,a non-Jewish friend who helps him go into hiding,Who is Andrzej Bojucki to Wladyslaw ?,Friend,a non-Jewish friend who helps him go into hiding
9d8ddfe86beba149b3463eeb1bae92919e179fed,valid,Who is Earl?,Mother Firefly's ex-husband.,Dr. Satan's assistant and Mother Firefly's ex-husband.,Who is Earl ?,Mother Firefly s ex-husband .,Dr. Satan s assistant and Mother Firefly s ex-husband .
9dc012f8cd7449629d2563aff2f72315ba6d83d5,train,Who is Mr Pollys victory over?,Uncle Jim,Uncle Jim,Who is Mr Pollys victory over ?,Uncle Jim,Uncle Jim
9e3a7d4c30143d737b783df94e7c1c2fd6fe6514,train,Who was Pinhead in a former life?,A British Army Captain,Captain Elliot Spencer,Who was Pinhead in a former life ?,A British Army Captain,Captain Elliot Spencer
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Terry Benedict's girlfriend?,Tess,Tess,Who is Terry Benedict s girlfriend ?,Tess,Tess
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Tess?,Danny's ex wife.,Danny's ex-wife and Benedict's current girlfriend,Who is Tess ?,Danny s ex wife .,Danny s ex-wife and Benedict s current girlfriend
9ebb84bdc9cc6d698ccc331437bd1ec3b5f0dddb,train,Who is Osbourne's former superior?,Palmer Smith,Palmer Smith.,Who is Osbourne s former superior ?,Palmer Smith,Palmer Smith .
9f0a853daffcf439934cbabb860d8d145dc5dd5f,train,Who is Pechorin's ex lover?,Vera,Vera,Who is Pechorin s ex lover ?,Vera,Vera
9f208bd022ca1e96fbd5c4132d6f8e7e7441f290,test,Who is Riley Banks?,A teen pop-star who Celeste has no respect for.,a teen-pop star,Who is Riley Banks ?,A teen pop-star who Celeste has no respect for .,a teen-pop star
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,WHO IS CRAIG SCWARTZ'S WIFE?,LOTTE,Lotte,WHO IS CRAIG SCWARTZ S WIFE ?,LOTTE,Lotte
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,WHO IS MAXINE'S DAUGHTER?,EMILY,Emily,WHO IS MAXINE S DAUGHTER ?,EMILY,Emily
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,Who is Maxine's daughter?,Emily.,Emily,Who is Maxine s daughter ?,Emily .,Emily
9ff140c1a8d2d147eaa956d8783481e401ab3beb,train,Who is Willis?,a former Oxford peer who converted to Roman Catholicism,A former Oxford peer,Who is Willis ?,a former Oxford peer who converted to Roman Catholicism,A former Oxford peer
a0046fa8fcc3e3e5d5205476e71e7b375e83158e,train,Who was John Manners secret lover?,Dorothy,Dorothy,Who was John Manners secret lover ?,Dorothy,Dorothy
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Jeannine?,Conrad's girlfriend,She is a fellow student Conrad is dating.,Who is Jeannine ?,Conrad s girlfriend,She is a fellow student Conrad is dating .
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Beth in relationship to Conrad?,She is his mother,She is his mother,Who is Beth in relationship to Conrad ?,She is his mother,She is his mother
a291171000871c2588aacdbe03496c21fe9aec05,train,Who is Mini Me?,A clone of Dr. Evil.,Dr. Evil's miniature clone of himself.,Who is Mini Me ?,A clone of Dr . Evil .,Dr . Evil s miniature clone of himself .
a396cef5286c5c07adbfc2a5d792402c1418d571,train,Who is Patsy?,'Tom Grogan's' daughter.,Tiny Tim's companion,Who is Patsy ?,Tom Grogan s ' daughter .,Tiny Tim s companion
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who is Samuel's older brother?,Junior.,Junior.,Who is Samuel s older brother ?,Junior .,Junior .
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who was in the emergency room and why?,suzie was in the emegency room because she grasped the knife.,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight.,Who was in the emergency room and why ?,suzie was in the emegency room because she grasped the knife .,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight .
a4aef60147a93723b3f6618336ca90d672c25cbc,train,Who is Lily?,Another dancer that Leroy instructs Nina to observe and learn from. ,the understudy,Who is Lily ?,Another dancer that Leroy instructs Nina to observe and learn from .,the understudy
a65c4ede45179964de0abc38a88aecd767eaf505,train,Who is Rhonda?,A graduate student who is conducting seismology tests ,A graduate student.,Who is Rhonda ?,A graduate student who is conducting seismology tests,A graduate student .
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Joanna?,Ted's wife,Ted's wife,Who was Joanna ?,Ted s wife,Ted s wife
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Billy?,Ted and Joanna son,Billy is Ted and Joanna's son.,Who was Billy ?,Ted and Joanna son,Billy is Ted and Joanna s son .
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Margaret?,Ted neighbor,Ted's neighbor,Who was Margaret ?,Ted neighbor,Ted s neighbor
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Marina?,She is the fiancee of Demetrius and the daughter of Mnischek. ,Demetrius' fiancee.,Who is Marina ?,She is the fiancee of Demetrius and the daughter of Mnischek .,Demetrius ' fiancee .
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Demetrius the son of?,Ivan the Terrible. ,Ivan The Terrible,Who is Demetrius the son of ?,Ivan the Terrible .,Ivan The Terrible
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who is Jeanie?,A girl who died after eating the goblins' fruit,A girl who had died after eating the goblins' fruit.,Who is Jeanie ?,A girl who died after eating the goblins ' fruit,A girl who had died after eating the goblins ' fruit .
a6dfeb4977cc8ba862878693664d326d7c6049e7,valid,Who is Laura to Lizzie?,Her sister.,She is her sister.,Who is Laura to Lizzie ?,Her sister .,She is her sister .
a77f52738cbd7ce7658e3fe5853068eb8fc095c4,train,Who is Lora Lee Sherman's illegitimate son?,Mr. Marliston,Mr. Marliston,Who is Lora Lee Sherman s illegitimate son ?,Mr. Marliston,Mr. Marliston
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is responsible for Bussy's destruction?,"Tamyra's husband, Montsurry.",Montsurry.,Who is responsible for Bussy s destruction ?,"Tamyra s husband , Montsurry .",Montsurry .
