document_id,set,question,answer1,answer2,question_tokenized,answer1_tokenized,answer2_tokenized,question_span_grounded,question_linenum,answer_span_grounded,answer_linenum
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth?,"Ruth is Mahlon's widow, and Naomi's daughter-in-law. ",Mahlons wife,Who is Ruth ?,"Ruth is Mahlon s widow , and Naomi s daughter-in-law .",Mahlons wife,Ruth,858,she,915
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who was Ploni Almoni?,"A closer relative to Ruth's husband than Boaz, therefore he was given first choice to take her or not.",A close male relative of Ruth and Naomi. ,Who was Ploni Almoni ?,"A closer relative to Ruth s husband than Boaz , therefore he was given first choice to take her or not .",A close male relative of Ruth and Naomi .,Ruth,896,her mother,915
7106fc99070090d24c52168a4d1e0727b296fa20,train,Who is Ruth's grandson?,Jesse,Jesse,Who is Ruth s grandson ?,Jesse,Jesse,Ruth,858,his mother,1774
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Alison?,Eldon Parr's daughter.,Parr's daughter,Who is Alison ?,Eldon Parr s daughter .,Parr s daughter,Alison,606,daughter,1420
7162d653cc3ccecd569009c27b38dac1da6499ee,train,Who is Eldon Parr?,The wealthiest member of the church.,The most wealthy and powerful man at St. John's Church.,Who is Eldon Parr ?,The wealthiest member of the church .,The most wealthy and powerful man at St. John s Church .,Eldon Parr,572,a member of the congregation,5709
7235e7853e8ea8ba99b6d7a386d8de03b3887ace,valid,Who is Annette Hargrove?,The virgin daughter of their school's new headmaster,virgin daughter of the headmaster,Who is Annette Hargrove ?,The virgin daughter of their school s new headmaster,virgin daughter of the headmaster,Annette Harrison,909,daughter,933
73b739350f4657b6831e951b890b0894a5886607,test,Who is Paxton's ex-girldfriend?,Gertrude,Gertrude,Who is Paxton s ex-girldfriend ?,Gertrude,Gertrude,me,2578,Gert,2566
73b739350f4657b6831e951b890b0894a5886607,test,Who is Ramone?,The locally famous over the hill stripper,a stripper,Who is Ramone ?,The locally famous over the hill stripper,a stripper,Ramone,6076,guy,6077
73b739350f4657b6831e951b890b0894a5886607,test,Who is their immigration inspector?,Mr. Gilbertson,Mr. Gilbertson,Who is their immigration inspector ?,Mr. Gilbertson,Mr. Gilbertson,He,856,MR. GILBERTSON,957
750ec3a9ab4879f2593fb1baed81e6b449a5c755,test,Who is Arwen's lover?,Strider,Strider,Who is Arwen s lover ?,Strider,Strider,A Ranger,3636,Strider,2902
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Bateman's lawyer?,Harold.,Harold,Who is Bateman s lawyer ?,Harold .,Harold,lawyer,4934,Harold,4933
754184dec0d686d0b8b9ad7e1dc15bf0eb5027f5,valid,Who is Patrick's secretary?,Jean,Jean.,Who is Patrick s secretary ?,Jean,Jean .,secretary,738,JEAN,738
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April's boyfriend?,Casey Jones.,Casey Jones.,Who is April s boyfriend ?,Casey Jones .,Casey Jones .,you,7234,CASEY JONES,1358
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is April O'Neil's boy freind? ,Casey Jones. ,Casey Jones ,Who is April O'Neil s boy freind ?,Casey Jones .,Casey Jones,"APRIL O'NEIL",1330,babe,1373
76971e76743f5a4defedb9ef516560a323fc2eac,train,Who is Yaotl? ,An ancient Aztec warlord. ,An Aztec warlord.,Who is Yaotl ?,An ancient Aztec warlord .,An Aztec warlord .,YAOTL,2540,he,2602
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's maternal uncle?,Tom Bowling,Tom Bowling.,Who is Random s maternal uncle ?,Tom Bowling,Tom Bowling .,uncle,618,Tom Bowling,5640
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Random's uncle?,Tom Bowling,Tom Bowling.,Who is Random s uncle ?,Tom Bowling,Tom Bowling .,uncle,678,Tom Bowling,5640
77e055181c15321c82ef247dc7f421a30433456f,train,Who is Rory's uncle?,Tom Bowling,Tom Bowling.,Who is Rory s uncle ?,Tom Bowling,Tom Bowling .,Rory,1168,Thomas Bowling,1177
7805e001c28ab9aa85f51b3244a9f57fe972f5a9,train,Who is Belinda's guardian?,Sylph Ariel,slyph ariel,Who is Belinda s guardian ?,Sylph Ariel,slyph ariel,guardian,944,Sylph,1041
7805e001c28ab9aa85f51b3244a9f57fe972f5a9,train,Who is Baron?,One of Belinda's suitors,suitor of belinda,Who is Baron ?,One of Belinda s suitors,suitor of belinda,Baron,1329,him,1388
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who was Rome at war with?,Volsci,Volsic,Who was Rome at war with ?,Volsci,Volsic,country,908,Rome,290
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who was exiled/banished from Rome?,Coriolanus,Coriolanus,Who was exiled/banished from Rome ?,Coriolanus,Coriolanus,a man,251,Coriolanus,1949
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Coriolanus' Wife?,Virgilia,Virgilia,Who is Coriolanus ' Wife ?,Virgilia,Virgilia,wife,822,VIRGILIA,822
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Rome at war with?,Volsci.,Volsci,Who is Rome at war with ?,Volsci .,Volsci,Rome,753,country,6190
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Caius Martius?,A Roman general.,A general,Who is Caius Martius ?,A Roman general .,A general,Coriolanus,6167,general,6073
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Volumnia?,Coriolanus' mother.,Coriolanus' mother,Who is Volumnia ?,Coriolanus ' mother .,Coriolanus ' mother,Volumnia,872,mother,3384
790e4567fa3788b2a778212e7321b3a1e1cbbe57,train,Who is Virgilia?,Coriolanus' wife.,Coriolanus's wife,Who is Virgilia ?,Coriolanus ' wife .,Coriolanus s wife,VIRGILIA,822,wife,822
7aa7b07e8f87871690bf6f194d17adb9c6384ad4,train,Who is Evanthe's maid?,Cleone,Cleone.,Who is Evanthe s maid ?,Cleone,Cleone .,maid,905,Cleone,950
7aa7b07e8f87871690bf6f194d17adb9c6384ad4,train,Who is Gotarzes?,A prince.,A prince.,Who is Gotarzes ?,A prince .,A prince .,Gotarzes,3512,Prince,4272
7c41a74fb0e568bd5fc658282facbf79bf541271,test,Who is Rollo Tomasi?,The nickname of the man who killed Ed Exley's father.,Exley's father's unknown assailant ,Who is Rollo Tomasi ?,The nickname of the man who killed Ed Exley s father .,Exley s father s unknown assailant,Rollo Tomasi,5339,He,5349
7c531dc41880b96b8acfaf66a39a85b91d68b636,train,Who is Lucy?,Sam's young daughter,Sam's daughter,Who is Lucy ?,Sam s young daughter,Sam s daughter,Lucy,348,daughter,1340
7c531dc41880b96b8acfaf66a39a85b91d68b636,train,Who is Rita Harrison?,A big shot lawyer who takes Sam's case pro bono to help him retain his parental rights.,Sam's lawyer,Who is Rita Harrison ?,A big shot lawyer who takes Sam s case pro bono to help him retain his parental rights .,Sam s lawyer,RITA,1918,lawyer,2067
7c963cf6567bcfcf092c9bb3d72d09562ba6b794,test,Who is Dionne?,Cher's best friend,cher's best friend,Who is Dionne ?,Cher s best friend,cher s best friend,Dionne,439,friend,439
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Anna's stepson?,Owen,Owen,Who is Anna s stepson ?,Owen,Owen,stepson,110,Owen Leath,110
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Effie's governess?,Sophy Viner.,sophy viner,Who is Effie s governess ?,Sophy Viner .,sophy viner,governess,2371,Sophy Viner,442
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Owen's grandmother?,The Dowager Marquis de Chantelle.,Dowager Marquise de Chantelle,Who is Owen s grandmother ?,The Dowager Marquis de Chantelle .,Dowager Marquise de Chantelle,grandmother,2918,Madame de Chantelle,10223
7ca86634d9d6d9f9f6ce2f9db0ca42f6a807b2ba,test,Who is Adelaide Painter?,An old family friend.,An old family friend.,Who is Adelaide Painter ?,An old family friend .,An old family friend .,Adelaide Painter,2943,the lady,6140
7e4d0d1411048ca6d9a04d4eeab1837d650b228d,test,Who was Jean?,Douglas's wife,DOUGLAS' WIFE,Who was Jean ?,Douglas s wife,DOUGLAS ' WIFE,DOUGLAS,460,your,2422
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Caden Cotard's wife?,Adele,Claire,Who is Caden Cotard s wife ?,Adele,Claire,you,4204,CLAIRE,1557
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Adele?,Caden's first wife.,Caden's wife,Who is Adele ?,Caden s first wife .,Caden s wife,Adele,213,wife,1841
812fcb34b18fa3ebdce2e26f5a31c3cc8683e72f,test,Who is Hazel?,A woman who works in the box office that Caden has an affair with.  ,"A woman who works in the box office who Caden has a fling with, a relationship that carries on after she is married",Who is Hazel ?,A woman who works in the box office that Caden has an affair with .,"A woman who works in the box office who Caden has a fling with , a relationship that carries on after she is married",Hazel,1097,You,7770
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel,Arnholm,95,tutor,98
821b9a891aac7ceb29a0054e9e6d3eb7d2234af6,train,Who is Arnholm?,Bolette's former tutor.,A daughter of Dr. Wangel,Who is Arnholm ?,Bolette s former tutor .,A daughter of Dr. Wangel,Arnholm,425,tutor,1945
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Alice Poulson?,Hoffman's girlfriend.,"Hoffman's girlfriend, an ex-con hired by NURV to manipulate him.",Who is Alice Poulson ?,Hoffman s girlfriend .,"Hoffman s girlfriend , an ex-con hired by NURV to manipulate him .",ALICE POULSON,389,girlfriend,1305
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Milo Hoffman?,A young owner of Skullbocks,Stanford Graduate.,Who is Milo Hoffman ?,A young owner of Skullbocks,Stanford Graduate .,Milo,2108,him,2294
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Gary Winston?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV,Who is Gary Winston ?,The CEO of NURV who offers Milo a software job at his company,CEO of NURV,GARY,1588,his,1693
828c99d509e808fedfb0675781a5d137c4dfe0b7,train,Who is Lisa Calighan?,A coworker who agrees to help Hoffman but is really a double agent.,Friend and co-worker,Who is Lisa Calighan ?,A coworker who agrees to help Hoffman but is really a double agent .,Friend and co-worker,LISA,1278,this girl,2198
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Duke Senior's daughter?,Rosalind,Rosalind.,Who is Duke Senior s daughter ?,Rosalind,Rosalind .,daughter,702,Rosalind,160
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Touchstone?,The court clown,court clown ,Who is Touchstone ?,The court clown,court clown,Touchstone,1047,Clowne,1021
83351acb498ae98e3b652dcbcdc3a615e83e2f63,train,Who is Orlando's brother?,Oliver,Oliver,Who is Orlando s brother ?,Oliver,Oliver,brother,59,Oli,134
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is on his deathbed?,Kane,Charles Foster Kane,Who is on his deathbed ?,Kane,Charles Foster Kane,his,2260,Kane,8673
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Kane's business manager?,Bernstein,Bernstein,Who is Kane s business manager ?,Bernstein,Bernstein,manager,1176,Bernstein,1177
85591366e6f0ab31815c40d55e1d4d5182d20ec5,train,Who is Emily Norton's uncle?,The President of the United States.,The President of the United States,Who is Emily Norton s uncle ?,The President of the United States .,The President of the United States,uncle,5246,President,5245
86124527eecec5f80742149412e04a52909228e7,train,Who is Aucassin?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire,Who is Aucassin ?,Son of count Garin Beaucaire,Son of Count Garin of Beaucaire,Aucassin,241,son,241
86124527eecec5f80742149412e04a52909228e7,train,Who is Nicolette?,Aucassin love,A Saracen maiden in love with Aucassin.,Who is Nicolette ?,Aucassin love,A Saracen maiden in love with Aucassin .,Nicolette,211,maiden,939
87fe5dafbe80516d43917d624a49f61c3f5d2f06,test,Who is Imam?,A Muslim priest.,A Muslim Priest,Who is Imam ?,A Muslim priest .,A Muslim Priest,IMAM,772,his,5518
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Madariaga's oldest daughter?,She is the wife of Marcelo Desonyers.,Marcelo's wife,Who is Julio Madariaga s oldest daughter ?,She is the wife of Marcelo Desonyers .,Marcelo s wife,daughter,1692,wife,1742
89310fab440108c81d027f0407ad1a8ed20f9c24,train,Who is Julio Desnoyers?,The son of Marcelo Desnoyers and his wife.,The son of Marcelo Desnoyers.,Who is Julio Desnoyers ?,The son of Marcelo Desnoyers and his wife .,The son of Marcelo Desnoyers .,a boy,2265,Julio Desnoyers,2274
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Stacy?,The hit man hired by Avery,A hit-man.,Who is Stacy ?,The hit man hired by Avery,A hit-man .,Stacy,3292,you,3323
897c6dbe8ac017f03e773168f3172bca343731a2,train,Who is Valentine's security agent?,Avery,Avery.,Who is Valentine s security agent ?,Avery,Avery .,consultant,3121,Avery,3108
8b5a5e185f5a7d9f240a38d396205831967418ff,test,Who was Lady Glencora's closest confidant?,Mrs. Finn.,Mrs. Finn,Who was Lady Glencora s closest confidant ?,Mrs. Finn .,Mrs. Finn,friend,7601,Mrs. Finn,7565
8b6f5b48584406378734c720276da32e9d93adeb,train,WHO IS LUCY DEANE'S SUITOR?,STEPHEN GUEST,Stephen Guest,WHO IS LUCY DEANE S SUITOR ?,STEPHEN GUEST,Stephen Guest,you,14652,Stephen Guest,14622
8b6f5b48584406378734c720276da32e9d93adeb,train,Who is Lucy Deane to Maggie?,Her cousin.,Her cousin,Who is Lucy Deane to Maggie ?,Her cousin .,Her cousin,my,14717,Lucy,14715
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Linda to Earl?,His trophy wife. ,Linda is Earl's wife.,Who is Linda to Earl ?,His trophy wife .,Linda is Earl s wife .,LINDA,1239,wife,6500
8b801dd3b69733e83206589fe5646f63838e5e1b,valid,Who is Donnie Smith?,"Donnie smith is a former winner on ""What do Kids Know?"" whose parents spent his prize money.",a former What Do Kids Know? champion whose parents spent his prize money,Who is Donnie Smith ?,Donnie smith is a former winner on What do Kids Know ? whose parents spent his prize money .,a former What Do Kids Know ? champion whose parents spent his prize money,DONNIE,2803,you,2879
8bed193f6ba9d1e50cc86f0b56531dc33bb8d409,test,Who is Ed's brother?,Ray,Ray,Who is Ed s brother ?,Ray,Ray,brother,486,RAY,491
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Clifford to Charlotte?,Her Brother.,Mr. Wentworth's son,Who is Clifford to Charlotte ?,Her Brother .,Mr. Wentworth s son,Charlotte,1242,sister,1250
8c363b08c0232e49fcf1e41b00a1719e2fa0d157,train,Who is Felix to Eugenia?,It is her brother.,Her brother,Who is Felix to Eugenia ?,It is her brother .,Her brother,Felix,334,brother,295
8d34e0da546a23ce02b96f88aaba16054764807f,test,Who is Billy Moorcroft?,A Utah boy who goes mysteriously missing.,A missing boy.,Who is Billy Moorcroft ?,A Utah boy who goes mysteriously missing .,A missing boy .,BILLY MOORCROFT,1785,the missing boy,2192
916835cb4bcb3baa6333e7cca25bef7710dbdcbc,test,Who is Rosemary?,Olive's mother,Olive's mother,Who is Rosemary ?,Olive s mother,Olive s mother,ROSEMARY,1139,mother,1139
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Geoffry Howe?,Lady Thatcher's Deputy that resigned,A politician ,Who is Geoffry Howe ?,Lady Thatcher s Deputy that resigned,A politician,GEOFFREY HOWE,2188,He,4934
92134f0c9dc82e7b2cc9afd5896ae8dc7d6d088e,train,Who is Thatcher's deputy?,Geoffrey Howe,Geoffrey Howe,Who is Thatcher s deputy ?,Geoffrey Howe,Geoffrey Howe,Margaret Thatcher,2869,her,3539
922ac7cfbc0ffe736ce42b2f0035caed42364bed,valid,Who is Linda's boyfriend?,Doyle,Doyle Hargraves,Who is Linda s boyfriend ?,Doyle,Doyle Hargraves,boyfriend,1953,Doyle Hargraves,1954
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who is Comte de Mauves' sister?,Madame de Clarian,Madame de clairin,Who is Comte de Mauves ' sister ?,Madame de Clarian,Madame de clairin,sister-in-law,2419,Madame Clairin,893
92e3d1558dc50b861ca5d07bfef2f030b4e785e7,train,Who was naive and idealistic as a child?,Madame de Mauves,Madame de Mauves,Who was naive and idealistic as a child ?,Madame de Mauves,Madame de Mauves,her,176,Madame de Mauves,2386
94328b4aa4b54eab7b004ee7ecbaff9536498590,test,Who is Thomasina Tittlemouse?,"A ""resourceful"" wood mouse",A wood mouse.,Who is Thomasina Tittlemouse ?,A resourceful wood mouse,A wood mouse .,Thomasina Tittlemouse,116,woodmouse,117
94dc6d01df88f97843813efb11e5d7e48562c869,valid,Who is Dain Maroola?,"A Malayan prince who wanted to talk to Almayer about trading, but ended up falling in love with Almayer's daughter Nina.",a Malayan prince,Who is Dain Maroola ?,"A Malayan prince who wanted to talk to Almayer about trading , but ended up falling in love with Almayer s daughter Nina .",a Malayan prince,Dain Maroola,1369,prince,2391
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Scott Roper?,The best hostage negotiator in San Francisco.,the best hostage negotiator in San Francisco,Who is Scott Roper ?,The best hostage negotiator in San Francisco .,the best hostage negotiator in San Francisco,Scott Roper,464,negotiator,473
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate?",A newspaper reporter.,A newspaper reporter,Who is Veronica Ronnie Tate ?,A newspaper reporter .,A newspaper reporter,VERONICA (RONNIE) TATE,801,She,4457
96fe0d2109b097524413be7ec351eb78f40b8feb,train,"Who is Veronica ""Ronnie"" Tate's boyfriend?",Scott Roper,Scott Roper,Who is Veronica Ronnie Tate s boyfriend ?,Scott Roper,Scott Roper,you,4580,VERONICA (RONNIE) TATE,801
96fe0d2109b097524413be7ec351eb78f40b8feb,train,Who is Korda?,A professional jewel thief.,Korda Is a professional  Jewel thief,Who is Korda ?,A professional jewel thief .,Korda Is a professional Jewel thief,Korda,3666,thief,3666
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Pernilla?,Mikael Bomkvist's daughter.,Blomkvist's daughter,Who is Pernilla ?,Mikael Bomkvist s daughter .,Blomkvist s daughter,Pernilla,734,daughter,659
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Anita?,Harriet's cousin,The cousin of Harriet,Who is Anita ?,Harriet s cousin,The cousin of Harriet,Anita,2598,cousin,4877
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Harriet?,Henrik Vanger's grandniece who disappeared and is assumed dead,Henrick's grandniece,Who is Harriet ?,Henrik Vanger s grandniece who disappeared and is assumed dead,Henrick s grandniece,Harriet,1140,granddaughter,1140
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Nils Bjurman?,Salander's new legal guardian who she blackmails,Salander's new guardian.,Who is Nils Bjurman ?,Salander s new legal guardian who she blackmails,Salander s new guardian .,BJURMAN,2186,guardian,1917
987d3e31dc8b6029a2b9450243e122c8862bbc24,train,Who is Holger Palmgren?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander's previous guardian.,Who is Holger Palmgren ?,Salanders old caretaker who she confides in about her feelings for Blomkvist,Salander s previous guardian .,Palmgren,1912,him,2241
997d5c49c59f9ac935fe208ed84c5500cf649c98,test,Who is Cynthia Webb?,"She is Davinci's mistress, the stripper who they use to pin the murder on Joe",A local stripper and Divinci's mistress.,Who is Cynthia Webb ?,"She is Davinci s mistress , the stripper who they use to pin the murder on Joe",A local stripper and Divinci s mistress .,CYNTHIA,584,she,590
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Alleyne the son of?,Edric,Edric.,Who is Alleyne the son of ?,Edric,Edric .,Alleyne,508,The youth,510
9a03551bf48072d870d6aa0b3cbcd3028ca8e5ac,train,Who is Mary to Sir Nigel?,his wife,his wife,Who is Mary to Sir Nigel ?,his wife,his wife,Mary,5639,wife,4132
9bb9407d60ce0a2e7b57defe538f8578ea79493b,test,Who was Feemy?,Local prostitute.,the local prostitute,Who was Feemy ?,Local prostitute .,the local prostitute,FEEMY,3748,a rose,3858
9c97f8fe3e6e78aa8d35e3c4759a4d1f766000bc,test,Who is Ramon Esperanza?,A dictator and drug lord from Velverde.,he is a drug lord and dictator of Val Verde,Who is Ramon Esperanza ?,A dictator and drug lord from Velverde .,he is a drug lord and dictator of Val Verde,Ramon Esperanza,388,Esperanza,3762
9cd25b973d253386eaebbb7f2f7821dc7518f6d6,test,Who is Francis Dollarhyde?,The Tooth Fairy,"The ""tooth fairy""/ the killer ",Who is Francis Dollarhyde ?,The Tooth Fairy,The tooth fairy / the killer,Francis Dollarhyde,8063,Tooth Fairy,4740
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Terry Benedict's girlfriend?,Tess,Tess,Who is Terry Benedict s girlfriend ?,Tess,Tess,woman,468,Tess,1181
9e7069f1b5816540f2eb1cc238c59439f7c4345c,train,Who is Tess?,Danny's ex wife.,Danny's ex-wife and Benedict's current girlfriend,Who is Tess ?,Danny s ex wife .,Danny s ex-wife and Benedict s current girlfriend,Tess,1181,wife,272
9f83c8e49f5a53b211caf37cbdc659f97d2ef30a,train,WHO IS CRAIG SCWARTZ'S WIFE?,LOTTE,Lotte,WHO IS CRAIG SCWARTZ S WIFE ?,LOTTE,Lotte,honey,248,Craig,345
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Jeannine?,Conrad's girlfriend,She is a fellow student Conrad is dating.,Who is Jeannine ?,Conrad s girlfriend,She is a fellow student Conrad is dating .,tenor,4424,Conrad,226
a03d6a5ddf48beb93529c87571fad8e02d17b373,train,Who is Beth in relationship to Conrad?,She is his mother,She is his mother,Who is Beth in relationship to Conrad ?,She is his mother,She is his mother,Beth,286,mother,1381
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who is Samuel's older brother?,Junior.,Junior.,Who is Samuel s older brother ?,Junior .,Junior .,brother,2302,Samuel,4541
a414849832c3837bdc7e1316dfd9976485cf13b7,train,Who was in the emergency room and why?,suzie was in the emegency room because she grasped the knife.,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight.,Who was in the emergency room and why ?,suzie was in the emegency room because she grasped the knife .,Suzie was in the emergency room after she suffered a wound when grasping the knife that Samuel and Junior were struggling over during their fight .,you,4643,Suzie,4652
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Joanna?,Ted's wife,Ted's wife,Who was Joanna ?,Ted s wife,Ted s wife,JOANNA,259,wife,542
a69fee0515cdb067fec5c42fa88ace5c9639118c,train,Who was Billy?,Ted and Joanna son,Billy is Ted and Joanna's son.,Who was Billy ?,Ted and Joanna son,Billy is Ted and Joanna s son .,Billy,261,son,7672
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Marina?,She is the fiancee of Demetrius and the daughter of Mnischek. ,Demetrius' fiancee.,Who is Marina ?,She is the fiancee of Demetrius and the daughter of Mnischek .,Demetrius ' fiancee .,MARINA,773,daughter,275
a6abf42f24dac561c0245f7638c6693d5a73bc28,train,Who is Demetrius the son of?,Ivan the Terrible. ,Ivan The Terrible,Who is Demetrius the son of ?,Ivan the Terrible .,Ivan The Terrible,son,156,Ivan,342
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is responsible for Bussy's destruction?,"Tamyra's husband, Montsurry.",Montsurry.,Who is responsible for Bussy s destruction ?,"Tamyra s husband , Montsurry .",Montsurry .,Montsurry,558,husband,600
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Bussy's brother?,Clermont D'Ambois.,Clermont D'Ambois,Who is Bussy s brother ?,Clermont D'Ambois .,Clermont D'Ambois,brother,1051,Clermont,8326
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Clermont's brother?,Bussy. ,Bussy,Who is Clermont s brother ?,Bussy .,Bussy,brother,7363,Bussy,7363
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Claremont a follower of? ,Duc de Guise. ,The Duc de Guise.,Who is Claremont a follower of ?,Duc de Guise .,The Duc de Guise .,lord,1062,Guise,1061
a7dda57366f6c9e627b4cbd97b89e3645551d258,test,Who is Tymra? ,Bussey's former lover. ,Tamyra is Montsurry's wife.,Who is Tymra ?,Bussey s former lover .,Tamyra is Montsurry s wife .,Tamyra,547,wife,558
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Madame Raquin's son?,Camille,Camille.,Who is Madame Raquin s son ?,Camille,Camille .,son,324,Camille,327
a8e98a0a5f40a1eaa07a6219130671a51ea6eaac,train,Who is Laurent?,Camille's childhood friend.,A childhood friend of Camille and Therese's affair partner.,Who is Laurent ?,Camille s childhood friend .,A childhood friend of Camille and Therese s affair partner .,Laurent,133,friend,876
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller's wife?,Olivia Carteret's illigitimate half sister Janet,janet,Who is William Miller s wife ?,Olivia Carteret s illigitimate half sister Janet,janet,wife,1996,Janet,9720
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is William Miller?,A black physician who moves back to Wellington to practice medicine.,A physician.,Who is William Miller ?,A black physician who moves back to Wellington to practice medicine .,A physician .,Miller,1503,physician,9493
a9498e8974748cf3d5b25e455138591a6da4cf5e,train,Who is Sandy Campbell?,A woman accused of killing Polly Olichtree unjustly.,A servant.,Who is Sandy Campbell ?,A woman accused of killing Polly Olichtree unjustly .,A servant .,Delamere,647,him,3907
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Hero's wife?,Heroine.,Heroine.,Who is Hero s wife ?,Heroine .,Heroine .,baby,2298,Heroine,3811
ac807f3965591f8e23d3565d473fbf5e77264fd7,train,Who is Bozo's brother?,Hot Wheels.,Bozo's brother is Hot Wheels,Who is Bozo s brother ?,Hot Wheels .,Bozo s brother is Hot Wheels,brother,4672,PARA,2425
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Lisa?,Lisa is Jeff's girlfriend.,She is Jeff's girlfriend.,Who is Lisa ?,Lisa is Jeff s girlfriend .,She is Jeff s girlfriend .,LISA,1404,girl,7693
ad63a9aa1afa22bf51451da2e2f45d9543c9ca62,train,Who is Stella?,Jeff's nurse who comes to check on him frequently. ,jeff's insurance company's nurse,Who is Stella ?,Jeff s nurse who comes to check on him frequently .,jeff s insurance company s nurse,STELLA,892,nurse,973
ae029461fcf47fb7c4e9e2574c7fb936ca29937b,test,Who is Anne's new neighbor?,Mr. Harrison,Mr Harrison,Who is Anne s new neighbor ?,Mr. Harrison,Mr Harrison,neighbor,133,Mr. Harrison,160
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is Claude in relation to Margot?,Her son,Her son,Who is Claude in relation to Margot ?,Her son,Her son,Claude,211,son,2136
b1b2826a2726fe62ceae88b01bf0be24d95a9d39,train,Who is pregnant?,Pauline,Margot,Who is pregnant ?,Pauline,Margot,I,650,PAULINE,680
b236a647b02cd1b003edbf96ab501e8d6aea6c6d,test,Who is Agness?,Jake's second wife.,Jake's second wife.,Who is Agness ?,Jake s second wife .,Jake s second wife .,AGNESS,303,wife,4880
b2ea4fae4188c23a975683eaeb43ed2ac698f7c0,train,Who is Kimball O'Hara?,The son of an Irish soldier and Irish mother who both died in poverty.,He is an orphan.,Who is Kimball O'Hara ?,The son of an Irish soldier and Irish mother who both died in poverty .,He is an orphan .,Kimball O’Hara,74,orphan,7048
